incentive,private,grade,table,table_size,table_incentive_pr,grape,grape2,cluster,strata,sex,race,lunch,dg,sw,sc,male,group,sex_mf,grade_mod,black,hispanic,free,public,above_grade_median,nosurvey,dbestfriend,dbestfriend_i,dpopular,dpopular_i,tpr_own
0,0,7,97,6,0.1666666716337204,0,0,118,10,2,2,2,0,0,0,0,5,0,7,1,0,1,1,1,0,1,1,0,0,0.1666666716337204
0,1,5,260,6,0,1,1,265,24,2,3,2,0,0,0,0,1,0,5,0,1,1,0,1,0,1,0,0,0,0
1,0,7,68,6,1,1,1,79,7,3,3,3,0,0,0,1,8,1,7,0,1,0,1,1,1,0,0,0,0,0.8333333134651184
0,1,7,201,6,0,1,1,206,18,2,3,3,0,0,0,0,1,0,7,0,1,0,0,1,0,1,0,0,0,0
1,0,7,261,6,0.6666666865348816,1,1,278,25,2,3,2,0,0,0,0,6,0,7,0,1,1,1,1,0,1,1,1,0,0.5
1,0,1,257,6,0.3333333432674408,1,1,248,23,2,2,2,0,0,0,0,6,0,1,1,0,1,1,0,0,0,0,1,0,0.3333333432674408
0,0,7,261,6,0.6666666865348816,0,0,278,25,2,3,2,0,0,0,0,5,0,7,0,1,1,1,1,0,1,1,1,0,0.5
1,0,2,135,6,0.5,0,0,132,11,3,2,2,0,0,0,1,6,1,2,1,0,1,1,0,0,1,0,1,1,0.1666666716337204
0,0,3,243,6,0.3333333432674408,1,1,245,23,2,3,2,0,0,0,0,5,0,3,0,1,1,1,0,1,0,0,0,0,0.3333333432674408
0,0,6,122,6,0,0,0,127,10,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,0,1,0,1,0,0
0,1,999,100,6,0.5,1,1,93,8,1,1,1,0,0,0,999,3,NA,NA,0,0,0,0,NA,1,0,0,0,0,NA
0,0,3,33,6,0,0,0,19,2,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,1,0,0,0,0
1,0,7,261,6,0.6666666865348816,1,1,278,25,3,3,2,0,0,0,1,6,1,7,0,1,1,1,1,1,0,0,0,0,0.1666666716337204
0,1,7,222,6,0.3333333432674408,0,0,234,21,2,2,2,0,0,0,0,3,0,7,1,0,1,0,1,0,0,0,0,0,0
0,1,5,260,6,0,1,1,265,24,2,3,2,0,0,0,0,1,0,5,0,1,1,0,1,0,1,0,0,0,0
0,0,3,243,6,0.3333333432674408,0,0,245,23,2,3,2,0,0,0,0,5,0,3,0,1,1,1,0,0,1,1,0,0,0.3333333432674408
1,1,1,198,6,1,1,1,189,16,2,3,2,0,0,0,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0.8333333134651184
0,1,2,154,6,0,0,0,139,11,2,2,2,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0
1,1,3,248,6,0.5,0,0,247,23,3,2,2,0,0,0,1,4,1,3,1,0,1,0,0,1,0,0,0,0,0.5
1,0,8,83,6,0.6666666865348816,1,1,86,7,2,6,3,0,0,0,0,6,0,8,0,0,0,1,1,0,0,0,0,0,0.6666666865348816
1,1,5,108,6,1,1,1,109,9,3,2,2,0,0,0,1,7,1,5,1,0,1,0,1,0,1,1,1,1,0.8333333134651184
0,0,0,254,6,0.6666666865348816,1,1,240,22,3,2,2,0,0,0,1,5,1,0,1,0,1,1,0,1,0,0,0,0,0.3333333432674408
0,0,6,6,6,0,1,1,22,3,3,3,4,0,0,0,1,2,1,6,0,1,0,1,1,0,0,0,1,0,0
0,0,3,48,6,0,1,1,44,4,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,0,0,0,0,0
1,0,0,254,6,0.6666666865348816,1,1,240,22,3,2,2,0,0,0,1,6,1,0,1,0,1,1,0,1,0,0,0,0,0.3333333432674408
0,0,1,76,6,0.3333333432674408,1,1,69,6,2,3,2,0,0,0,0,5,0,1,0,1,1,1,0,0,1,0,0,0,0
1,1,5,190,6,1,1,1,195,17,2,6,2,0,0,0,0,7,0,5,0,0,1,0,1,0,0,0,0,0,0.6666666865348816
0,0,6,203,6,0.3333333432674408,1,1,207,18,2,3,2,0,0,0,0,5,0,6,0,1,1,1,1,0,0,0,0,0,0.3333333432674408
0,0,1,215,6,0.5,0,0,213,19,3,2,2,0,0,0,1,5,1,1,1,0,1,1,0,0,0,0,0,0,0.1666666716337204
0,0,6,203,6,0.3333333432674408,0,0,207,18,2,2,2,0,0,0,0,5,0,6,1,0,1,1,1,0,1,0,0,0,0.3333333432674408
0,0,6,203,6,0.3333333432674408,1,1,207,18,2,2,2,0,0,0,0,5,0,6,1,0,1,1,1,0,1,1,1,0,0.3333333432674408
0,1,7,201,6,0,1,1,206,18,2,3,2,0,0,0,0,1,0,7,0,1,1,0,1,0,1,0,0,0,0
1,0,8,241,6,0.6666666865348816,0,0,271,25,2,3,2,0,0,0,0,6,0,8,0,1,1,1,1,0,1,1,0,0,0.6666666865348816
0,0,3,33,6,0,0,0,19,2,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,1,0,1,0,0
0,0,4,196,6,0,1,1,197,17,2,3,2,0,0,0,0,2,0,4,0,1,1,1,0,0,1,0,0,0,0
1,0,1,257,6,0.3333333432674408,0,0,248,23,2,3,2,0,0,0,0,6,0,1,0,1,1,1,0,0,1,0,0,0,0.3333333432674408
0,1,5,260,6,0,0,0,265,24,2,2,2,0,0,0,0,1,0,5,1,0,1,0,1,1,0,0,0,0,0
1,1,8,87,6,0.6666666865348816,1,1,88,7,3,3,2,0,0,0,1,4,1,8,0,1,1,0,1,1,0,0,0,0,0.5
0,1,5,205,6,0,0,1,200,17,2,2,2,1,1,0,0,1,0,5,1,0,1,0,1,0,1,0,1,0,0
0,1,0,40,6,0,1,1,38,4,2,6,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,7,66,6,0.6666666865348816,1,1,78,7,3,3,2,0,0,0,1,6,1,7,0,1,1,1,1,1,0,0,0,0,0.1666666716337204
0,0,1,257,6,0.3333333432674408,0,1,248,23,2,2,2,1,1,0,0,5,0,1,1,0,1,1,0,0,1,1,0,0,0.3333333432674408
0,0,2,135,6,0.5,1,1,132,11,2,3,2,0,0,0,0,5,0,2,0,1,1,1,0,0,1,0,1,0,0.3333333432674408
1,0,7,66,6,0.6666666865348816,1,1,78,7,2,2,4,0,0,0,0,6,0,7,1,0,0,1,1,0,1,0,1,0,0.5
0,1,6,53,6,0,0,0,56,5,3,3,2,0,0,0,1,1,1,6,0,1,1,0,1,1,0,0,0,0,0
0,0,1,76,6,0.3333333432674408,1,1,69,6,2,3,2,0,0,0,0,5,0,1,0,1,1,1,0,0,1,0,1,0,0
1,0,0,254,6,0.6666666865348816,1,1,240,22,2,2,2,0,0,0,0,6,0,0,1,0,1,1,0,1,0,0,0,0,0.3333333432674408
0,0,6,203,6,0.3333333432674408,1,1,207,18,2,3,2,0,0,0,0,5,0,6,0,1,1,1,1,0,1,0,0,0,0.3333333432674408
1,0,0,141,6,1,1,1,134,11,3,3,2,0,0,0,1,8,1,0,0,1,1,1,0,1,0,0,0,0,0.3333333432674408
0,1,0,40,6,0,1,1,38,4,2,3,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
1,1,8,87,6,0.6666666865348816,1,1,88,7,2,3,2,0,0,0,0,4,0,8,0,1,1,0,1,1,0,0,0,0,0.1666666716337204
1,1,4,74,6,1,1,1,82,7,3,3,2,0,0,0,1,7,1,4,0,1,1,0,0,0,0,0,0,0,0.1666666716337204
1,1,6,74,6,1,1,1,82,7,2,2,2,0,0,0,0,7,0,6,1,0,1,0,1,0,1,1,0,0,0.6666666865348816
1,1,5,190,6,1,1,1,195,17,2,3,2,0,0,0,0,7,0,5,0,1,1,0,1,0,0,0,0,0,0.6666666865348816
0,0,4,196,6,0,1,1,197,17,2,3,4,0,0,0,0,2,0,4,0,1,0,1,0,0,1,0,0,0,0
1,0,7,68,6,1,1,1,79,7,3,3,2,0,0,0,1,8,1,7,0,1,1,1,1,1,0,0,0,0,0.8333333134651184
1,0,2,243,6,0.3333333432674408,1,1,245,23,2,2,2,0,0,0,0,6,0,2,1,0,1,1,0,0,0,0,0,0,0.3333333432674408
1,0,8,241,6,0.6666666865348816,1,1,271,25,2,3,2,0,0,0,0,6,0,8,0,1,1,1,1,1,0,0,0,0,0.6666666865348816
0,0,1,193,6,0.6666666865348816,1,1,187,16,3,2,4,0,0,0,1,5,1,1,1,0,0,1,0,0,1,1,0,0,0.6666666865348816
1,1,6,74,6,1,1,1,82,7,2,2,3,0,0,0,0,7,0,6,1,0,0,0,1,0,1,1,0,0,0.6666666865348816
1,1,1,198,6,1,0,0,189,16,2,3,2,0,0,0,0,7,0,1,0,1,1,0,0,0,1,1,1,1,0.8333333134651184
1,0,1,195,6,0.6666666865348816,0,1,188,16,3,6,2,1,1,0,1,6,1,1,0,0,1,1,0,0,1,1,1,1,0.5
1,0,7,261,6,0.6666666865348816,1,1,278,25,2,3,2,0,0,0,0,6,0,7,0,1,1,1,1,0,1,1,1,0,0.5
1,0,1,195,6,0.6666666865348816,1,1,188,16,3,3,2,0,0,0,1,6,1,1,0,1,1,1,0,1,0,0,0,0,0.5
0,0,6,122,6,0,0,0,127,10,2,2,2,0,0,0,0,2,0,6,1,0,1,1,1,0,1,0,0,0,0
1,1,8,225,6,1,1,1,235,21,2,2,2,0,0,0,0,7,0,8,1,0,1,0,1,0,1,1,0,0,0.6666666865348816
0,1,2,154,6,0,1,1,139,11,3,2,2,0,0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0
0,0,0,136,6,0.6666666865348816,1,1,133,11,3,2,2,0,0,0,1,5,1,0,1,0,1,1,0,1,0,0,0,0,0.5
1,0,2,82,6,0.5,1,1,72,6,3,3,3,0,0,0,1,6,1,2,0,1,0,1,0,1,0,0,0,0,0.3333333432674408
0,0,2,186,6,0,1,1,185,16,3,2,2,0,0,0,1,2,1,2,1,0,1,1,0,1,0,0,0,0,0
0,1,2,52,6,0,1,0,46,4,3,3,2,-1,0,1,1,1,1,2,0,1,1,0,0,0,1,0,1,0,0
0,0,2,186,6,0,1,1,185,16,3,3,2,0,0,0,1,2,1,2,0,1,1,1,0,0,1,0,1,0,0
1,1,4,198,6,1,0,0,189,16,1,1,1,0,0,0,999,7,NA,4,0,0,0,0,0,0,0,0,0,0,NA
1,1,6,74,6,1,1,1,82,7,2,3,2,0,0,0,0,7,0,6,0,1,1,0,1,0,1,1,0,0,0.6666666865348816
0,0,3,33,6,0,0,0,19,2,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,1,0,0,0,0
1,0,6,203,6,0.3333333432674408,1,1,207,18,2,2,2,0,0,0,0,6,0,6,1,0,1,1,1,0,1,1,1,0,0.3333333432674408
0,0,7,97,6,0.1666666716337204,0,0,118,10,2,2,2,0,0,0,0,5,0,7,1,0,1,1,1,1,0,0,0,0,0.1666666716337204
0,0,6,50,6,0.5,1,1,54,5,3,4,2,0,0,0,1,5,1,6,0,0,1,1,1,0,1,1,1,0,0.5
0,0,1,195,6,0.6666666865348816,0,0,188,16,3,3,2,0,0,0,1,5,1,1,0,1,1,1,0,0,0,0,0,0,0.5
1,0,7,66,6,0.6666666865348816,1,1,78,7,2,6,3,0,0,0,0,6,0,7,0,0,0,1,1,0,0,0,0,0,0.5
0,0,5,121,6,0.1666666716337204,1,1,113,9,3,3,2,0,0,0,1,5,1,5,0,1,1,1,1,0,1,1,1,0,0.1666666716337204
1,0,1,193,6,0.6666666865348816,1,0,187,16,3,3,2,-1,0,1,1,6,1,1,0,1,1,1,0,0,1,1,1,1,0.6666666865348816
0,0,0,254,6,0.6666666865348816,1,1,240,22,3,3,2,0,0,0,1,5,1,0,0,1,1,1,0,1,0,0,0,0,0.3333333432674408
0,1,2,276,6,0.5,0,0,255,23,3,2,2,0,0,0,1,3,1,2,1,0,1,0,0,0,1,1,1,1,0
0,0,6,50,6,0.5,1,1,54,5,3,3,2,0,0,0,1,5,1,6,0,1,1,1,1,0,1,1,1,0,0.5
1,0,8,83,6,0.6666666865348816,0,0,86,7,2,3,2,0,0,0,0,6,0,8,0,1,1,1,1,1,0,0,0,0,0.6666666865348816
0,1,2,154,6,0,1,1,139,11,2,2,2,0,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0
1,1,5,224,6,1,1,1,228,20,2,3,2,0,0,0,0,7,0,5,0,1,1,0,1,0,0,0,0,0,0.5
0,1,4,40,6,0,1,1,38,4,2,6,4,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0
1,0,2,82,6,0.5,1,1,72,6,3,3,2,0,0,0,1,6,1,2,0,1,1,1,0,1,0,0,0,0,0.3333333432674408
0,0,0,166,6,0.5,0,0,165,14,3,2,2,0,0,0,1,5,1,0,1,0,1,1,0,1,0,0,0,0,0.5
0,0,3,119,6,0,0,0,112,9,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,1,0,1,0,0
1,1,2,276,6,0.5,0,0,255,23,2,3,3,0,0,0,0,4,0,2,0,1,0,0,0,0,1,1,0,0,0.5
0,0,1,257,6,0.3333333432674408,1,1,248,23,3,2,2,0,0,0,1,5,1,1,1,0,1,1,0,0,1,0,0,0,0
0,1,5,260,6,0,1,1,265,24,2,2,2,0,0,0,0,1,0,5,1,0,1,0,1,0,1,0,0,0,0
1,0,7,261,6,0.6666666865348816,1,1,278,25,2,3,2,0,0,0,0,6,0,7,0,1,1,1,1,0,1,1,1,0,0.5
0,0,3,48,6,0,0,0,44,4,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,0,0,0,0,0,0
0,1,999,100,6,0.5,1,1,93,8,1,1,1,0,0,0,999,3,NA,NA,0,0,0,0,NA,1,0,0,0,0,NA
0,1,4,52,6,0,0,0,46,4,3,3,2,0,0,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0
1,0,6,203,6,0.3333333432674408,1,1,207,18,2,3,2,0,0,0,0,6,0,6,0,1,1,1,1,0,0,0,1,0,0.3333333432674408
0,0,3,119,6,0,0,0,112,9,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,1,0,0,0,0,0
1,1,6,74,6,1,1,1,82,7,2,2,2,0,0,0,0,7,0,6,1,0,1,0,1,0,1,1,1,1,0.6666666865348816
0,1,7,156,6,0,1,1,158,13,2,2,2,0,0,0,0,1,0,7,1,0,1,0,1,0,0,0,1,0,0
1,0,6,50,6,0.5,1,1,54,5,3,3,2,0,0,0,1,6,1,6,0,1,1,1,1,0,1,1,0,0,0.5
1,0,0,141,6,1,1,1,134,11,2,2,4,0,0,0,0,8,0,0,1,0,0,1,0,1,0,0,0,0,0.6666666865348816
1,0,7,66,6,0.6666666865348816,1,1,78,7,2,2,2,0,0,0,0,6,0,7,1,0,1,1,1,0,0,0,0,0,0.5
1,1,8,219,6,1,1,1,233,21,3,2,2,0,0,0,1,7,1,8,1,0,1,0,1,0,1,1,0,0,0.6666666865348816
0,0,3,119,6,0,0,0,112,9,3,2,2,0,0,0,1,2,1,3,1,0,1,1,0,0,1,0,1,0,0
0,0,6,6,6,0,0,0,22,3,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,1,0,1,0,0
1,1,7,219,6,1,1,1,233,21,2,2,2,0,0,0,0,7,0,7,1,0,1,0,1,0,0,0,1,1,0.3333333432674408
1,1,5,108,6,1,1,1,109,9,3,3,2,0,0,0,1,7,1,5,0,1,1,0,1,0,1,1,1,1,0.8333333134651184
0,0,999,76,6,0.3333333432674408,1,1,69,6,1,1,1,0,0,0,999,5,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
1,0,1,177,6,1,0,0,170,14,3,2,2,0,0,0,1,8,1,1,1,0,1,1,0,0,0,0,0,0,0.5
0,0,5,38,6,0.6666666865348816,0,0,50,5,2,3,2,0,0,0,0,5,0,5,0,1,1,1,1,0,0,0,0,0,0.1666666716337204
1,0,1,76,6,0.3333333432674408,1,1,69,6,3,2,2,0,0,0,1,6,1,1,1,0,1,1,0,0,1,1,0,0,0.3333333432674408
1,0,8,83,6,0.6666666865348816,1,1,86,7,2,3,2,0,0,0,0,6,0,8,0,1,1,1,1,0,1,1,0,0,0.6666666865348816
0,1,7,156,6,0,1,1,158,13,2,6,2,0,0,0,0,1,0,7,0,0,1,0,1,1,0,0,0,0,0
0,1,7,156,6,0,1,1,158,13,3,3,4,0,0,0,1,1,1,7,0,1,0,0,1,0,1,0,0,0,0
0,1,7,201,6,0,1,1,206,18,2,3,2,0,0,0,0,1,0,7,0,1,1,0,1,0,1,0,0,0,0
0,1,1,52,6,0,0,1,46,4,2,3,2,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1,1,1,198,6,1,0,0,189,16,2,3,2,0,0,0,0,7,0,1,0,1,1,0,0,0,1,1,0,0,0.8333333134651184
1,0,2,215,6,0.5,1,1,213,19,2,2,2,0,0,0,0,6,0,2,1,0,1,1,0,0,0,0,1,1,0.3333333432674408
0,1,5,53,6,0,1,1,56,5,3,2,2,0,0,0,1,1,1,5,1,0,1,0,1,1,0,0,0,0,0
1,1,7,222,6,0.3333333432674408,1,1,234,21,3,2,2,0,0,0,1,4,1,7,1,0,1,0,1,0,0,0,0,0,0.3333333432674408
0,0,5,121,6,0.1666666716337204,1,1,113,9,3,2,2,0,0,0,1,5,1,5,1,0,1,1,1,0,1,1,1,0,0.1666666716337204
1,1,1,198,6,1,1,1,189,16,2,3,2,0,0,0,0,7,0,1,0,1,1,0,0,0,1,1,0,0,0.8333333134651184
0,0,2,186,6,0,0,0,185,16,2,2,2,0,0,0,0,2,0,2,1,0,1,1,0,0,0,0,0,0,0
0,0,3,48,6,0,1,1,44,4,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,0,1,0,1,0,0
0,0,6,50,6,0.5,1,1,54,5,3,3,2,0,0,0,1,5,1,6,0,1,1,1,1,0,0,0,0,0,0.5
0,0,5,38,6,0.6666666865348816,1,0,50,5,3,3,2,-1,0,1,1,5,1,5,0,1,1,1,1,0,1,1,0,0,0.5
1,0,6,50,6,0.5,1,1,54,5,3,3,2,0,0,0,1,6,1,6,0,1,1,1,1,0,1,1,0,0,0.5
0,1,7,201,6,0,1,1,206,18,3,3,4,0,0,0,1,1,1,7,0,1,0,0,1,0,0,0,0,0,0
0,1,6,53,6,0,1,1,56,5,3,2,2,0,0,0,1,1,1,6,1,0,1,0,1,1,0,0,0,0,0
1,0,1,177,6,1,1,0,170,14,2,2,2,-1,0,1,0,8,0,1,1,0,1,1,0,0,0,0,0,0,0.5
0,0,1,44,6,0.1666666716337204,1,1,41,4,3,3,2,0,0,0,1,5,1,1,0,1,1,1,0,0,1,0,1,0,0.1666666716337204
0,0,2,215,6,0.5,0,1,213,19,3,3,2,1,1,0,1,5,1,2,0,1,1,1,0,0,0,0,0,0,0.1666666716337204
1,0,1,177,6,1,0,1,170,14,3,2,2,1,1,0,1,8,1,1,1,0,1,1,0,1,0,0,0,0,0.5
0,0,3,33,6,0,0,0,19,2,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,1,0,1,0,0
0,0,4,196,6,0,0,0,197,17,2,2,2,0,0,0,0,2,0,4,1,0,1,1,0,0,1,0,1,0,0
0,0,1,195,6,0.6666666865348816,0,1,188,16,3,2,2,1,1,0,1,5,1,1,1,0,1,1,0,0,1,1,0,0,0.5
0,1,0,40,6,0,1,0,38,4,2,6,2,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,5,38,6,0.6666666865348816,0,0,50,5,3,3,2,0,0,0,1,6,1,5,0,1,1,1,1,1,0,0,0,0,0.5
0,1,5,260,6,0,1,1,265,24,2,3,2,0,0,0,0,1,0,5,0,1,1,0,1,0,1,0,1,0,0
0,1,7,201,6,0,1,0,206,18,2,2,2,-1,0,1,0,1,0,7,1,0,1,0,1,0,1,0,0,0,0
1,1,3,248,6,0.5,0,0,247,23,3,2,2,0,0,0,1,4,1,3,1,0,1,0,0,0,1,1,1,1,0.5
0,1,7,222,6,0.3333333432674408,0,1,234,21,2,2,2,1,1,0,0,3,0,7,1,0,1,0,1,0,0,0,0,0,0
1,0,7,68,6,1,0,0,79,7,3,3,2,0,0,0,1,8,1,7,0,1,1,1,1,0,0,0,0,0,0.8333333134651184
1,0,1,177,6,1,0,0,170,14,2,2,2,0,0,0,0,8,0,1,1,0,1,1,0,0,1,1,0,0,0.5
0,0,3,119,6,0,0,0,112,9,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,1,0,1,0,0
0,0,7,66,6,0.6666666865348816,0,0,78,7,3,3,2,0,0,0,1,5,1,7,0,1,1,1,1,1,0,0,0,0,0.1666666716337204
0,0,8,83,6,0.6666666865348816,1,1,86,7,2,3,2,0,0,0,0,5,0,8,0,1,1,1,1,0,1,1,0,0,0.6666666865348816
0,0,2,82,6,0.5,1,1,72,6,3,2,3,0,0,0,1,5,1,2,1,0,0,1,0,0,0,0,0,0,0.3333333432674408
1,1,2,276,6,0.5,0,1,255,23,2,2,2,1,1,0,0,4,0,2,1,0,1,0,0,0,1,0,1,0,0.5
0,0,3,48,6,0,1,1,44,4,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,0,1,0,0,0,0
0,0,3,48,6,0,0,0,44,4,2,4,2,0,0,0,0,2,0,3,0,0,1,1,0,0,0,0,1,0,0
1,1,7,225,6,1,1,1,235,21,2,2,2,0,0,0,0,7,0,7,1,0,1,0,1,0,0,0,1,1,0.6666666865348816
1,0,8,241,6,0.6666666865348816,0,0,271,25,2,3,2,0,0,0,0,6,0,8,0,1,1,1,1,1,0,0,0,0,0.6666666865348816
1,0,5,38,6,0.6666666865348816,0,0,50,5,2,3,2,0,0,0,0,6,0,5,0,1,1,1,1,0,0,0,0,0,0.1666666716337204
1,0,6,95,6,1,0,0,117,10,3,2,2,0,0,0,1,8,1,6,1,0,1,1,1,0,1,1,1,1,1
1,0,6,95,6,1,0,0,117,10,3,3,2,0,0,0,1,8,1,6,0,1,1,1,1,0,1,1,1,1,1
1,0,8,83,6,0.6666666865348816,0,0,86,7,2,3,2,0,0,0,0,6,0,8,0,1,1,1,1,0,1,1,0,0,0.6666666865348816
1,0,0,136,6,0.6666666865348816,1,1,133,11,3,2,2,0,0,0,1,6,1,0,1,0,1,1,0,1,0,0,0,0,0.5
0,0,7,97,6,0.1666666716337204,0,0,118,10,1,1,1,0,0,0,999,5,NA,7,0,0,0,1,1,0,1,1,0,0,NA
0,1,5,260,6,0,1,1,265,24,2,2,2,0,0,0,0,1,0,5,1,0,1,0,1,0,1,0,1,0,0
0,0,5,121,6,0.1666666716337204,0,0,113,9,3,2,2,0,0,0,1,5,1,5,1,0,1,1,1,0,1,1,1,0,0.1666666716337204
1,0,2,82,6,0.5,1,1,72,6,2,3,2,0,0,0,0,6,0,2,0,1,1,1,0,1,0,0,0,0,0.1666666716337204
0,0,5,121,6,0.1666666716337204,1,1,113,9,3,3,2,0,0,0,1,5,1,5,0,1,1,1,1,0,1,0,1,0,0.1666666716337204
0,0,1,44,6,0.1666666716337204,0,1,41,4,3,3,2,1,1,0,1,5,1,1,0,1,1,1,0,0,1,0,1,0,0.1666666716337204
1,0,1,177,6,1,0,1,170,14,2,2,2,1,1,0,0,8,0,1,1,0,1,1,0,0,1,1,0,0,0.5
0,0,2,135,6,0.5,0,0,132,11,2,2,2,0,0,0,0,5,0,2,1,0,1,1,0,0,1,1,1,0,0.3333333432674408
0,0,3,119,6,0,0,0,112,9,3,2,2,0,0,0,1,2,1,3,1,0,1,1,0,0,1,0,1,0,0
0,0,6,6,6,0,1,1,22,3,3,2,2,0,0,0,1,2,1,6,1,0,1,1,1,0,0,0,1,0,0
0,0,4,196,6,0,1,1,197,17,2,3,2,0,0,0,0,2,0,4,0,1,1,1,0,0,1,0,0,0,0
1,1,5,190,6,1,1,1,195,17,3,3,2,0,0,0,1,7,1,5,0,1,1,0,1,0,1,1,0,0,0.3333333432674408
0,1,5,53,6,0,1,1,56,5,3,3,2,0,0,0,1,1,1,5,0,1,1,0,1,1,0,0,0,0,0
0,0,6,6,6,0,1,1,22,3,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,1,0,0,0,0,0
0,0,3,243,6,0.3333333432674408,1,1,245,23,3,2,2,0,0,0,1,5,1,3,1,0,1,1,0,0,1,0,0,0,0
1,0,1,195,6,0.6666666865348816,0,1,188,16,3,3,2,1,1,0,1,6,1,1,0,1,1,1,0,0,1,1,1,1,0.5
1,0,0,141,6,1,1,1,134,11,3,3,2,0,0,0,1,8,1,0,0,1,1,1,0,1,0,0,0,0,0.3333333432674408
1,0,0,136,6,0.6666666865348816,1,1,133,11,3,2,2,0,0,0,1,6,1,0,1,0,1,1,0,1,0,0,0,0,0.5
0,0,1,257,6,0.3333333432674408,0,0,248,23,2,3,2,0,0,0,0,5,0,1,0,1,1,1,0,1,0,0,0,0,0.3333333432674408
1,0,6,95,6,1,1,0,117,10,3,2,2,-1,0,1,1,8,1,6,1,0,1,1,1,0,1,1,1,1,1
0,0,2,186,6,0,0,0,185,16,3,3,4,0,0,0,1,2,1,2,0,1,0,1,0,0,0,0,1,0,0
0,0,1,44,6,0.1666666716337204,1,1,41,4,2,3,2,0,0,0,0,5,0,1,0,1,1,1,0,0,0,0,0,0,0
0,0,1,76,6,0.3333333432674408,0,1,69,6,2,3,2,1,1,0,0,5,0,1,0,1,1,1,0,0,1,0,0,0,0
0,1,1,52,6,0,0,0,46,4,3,3,2,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0
1,1,4,108,6,1,1,1,109,9,3,4,2,0,0,0,1,7,1,4,0,0,1,0,0,0,0,0,0,0,0.8333333134651184
1,1,5,190,6,1,0,1,195,17,3,3,2,1,1,0,1,7,1,5,0,1,1,0,1,0,1,1,0,0,0.3333333432674408
1,0,6,50,6,0.5,1,1,54,5,3,3,2,0,0,0,1,6,1,6,0,1,1,1,1,0,1,1,1,0,0.5
0,1,3,248,6,0.5,0,0,247,23,3,3,2,0,0,0,1,3,1,3,0,1,1,0,0,0,1,1,1,0,0.5
0,0,3,33,6,0,1,1,19,2,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,1,0,1,0,0
1,1,999,100,6,0.5,0,0,93,8,1,1,1,0,0,0,999,4,NA,NA,0,0,0,0,NA,1,0,0,0,0,NA
1,1,1,198,6,1,1,1,189,16,2,3,2,0,0,0,0,7,0,1,0,1,1,0,0,0,1,1,1,1,0.8333333134651184
0,1,7,156,6,0,1,1,158,13,3,3,2,0,0,0,1,1,1,7,0,1,1,0,1,0,1,0,0,0,0
0,1,5,205,6,0,1,1,200,17,2,3,2,0,0,0,0,1,0,5,0,1,1,0,1,0,1,0,1,0,0
1,1,999,74,6,1,0,0,82,7,1,1,1,0,0,0,999,7,NA,NA,0,0,0,0,NA,1,0,0,0,0,NA
1,1,7,225,6,1,1,0,235,21,3,3,2,-1,0,1,1,7,1,7,0,1,1,0,1,0,0,0,1,1,0.3333333432674408
1,1,5,190,6,1,0,0,195,17,2,3,2,0,0,0,0,7,0,5,0,1,1,0,1,0,1,1,0,0,0.6666666865348816
1,0,999,68,6,1,1,1,79,7,1,1,1,0,0,0,999,8,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
0,1,999,100,6,0.5,0,0,93,8,1,1,1,0,0,0,999,3,NA,NA,0,0,0,0,NA,1,0,0,0,0,NA
1,1,6,224,6,1,1,1,228,20,3,2,2,0,0,0,1,7,1,6,1,0,1,0,1,0,0,0,1,1,0.5
1,0,999,107,7,0.5714285969734192,0,0,95,8,1,1,1,0,0,0,999,6,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
1,0,0,270,7,0.5714285969734192,1,1,243,22,2,3,2,0,0,0,0,6,0,0,0,1,1,1,0,1,0,0,0,0,0.2857142984867096
