incentive,private,grade,table,table_size,table_incentive_pr,grape,grape2,cluster,strata,sex,race,lunch,dg,sw,sc,male,group,sex_mf,grade_mod,black,hispanic,free,public,above_grade_median,nosurvey,dbestfriend,dbestfriend_i,dpopular,dpopular_i,tpr_own
0,0,3,211,5,0,0,0,211,19,2,2,2,0,0,0,0,2,0,3,1,0,1,1,0,0,1,0,1,0,0
1,1,5,101,5,1,1,1,106,9,2,2,2,0,0,0,0,7,0,5,1,0,1,0,1,0,1,1,0,0,0.6000000238418579
1,1,7,249,5,1,0,0,274,25,3,3,2,0,0,0,1,7,1,7,0,1,1,0,1,0,1,1,1,1,1
0,0,2,35,5,0,1,1,35,4,2,3,2,0,0,0,0,2,0,2,0,1,1,1,0,0,1,0,0,0,0
0,0,1,211,5,0,1,1,211,19,2,2,2,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0
0,0,1,149,5,0.4000000059604645,1,1,137,11,2,3,2,0,0,0,0,5,0,1,0,1,1,1,0,1,0,0,0,0,0.20000000298023224
1,0,3,263,5,0.4000000059604645,1,1,250,23,2,2,2,0,0,0,0,6,0,3,1,0,1,1,0,0,1,1,0,0,0.4000000059604645
1,1,2,128,5,0.6000000238418579,1,1,101,8,3,3,2,0,0,0,1,4,1,2,0,1,1,0,0,0,1,1,0,0,0.6000000238418579
1,0,999,110,5,0.4000000059604645,1,1,96,8,1,1,1,0,0,0,999,6,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
1,0,5,103,5,1,1,1,107,9,2,3,2,0,0,0,0,8,0,5,0,1,1,1,1,0,1,1,1,1,0.6000000238418579
0,1,2,5,5,0,0,0,12,2,2,3,2,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0
0,1,5,54,5,0,0,0,57,5,3,3,2,0,0,0,1,1,1,5,0,1,1,0,1,1,0,0,0,0,0
1,1,4,139,5,1,1,1,142,12,3,3,2,0,0,0,1,7,1,4,0,1,1,0,0,0,1,1,0,0,1
0,0,1,75,5,0.4000000059604645,1,1,68,6,3,3,3,0,0,0,1,5,1,1,0,1,0,1,0,0,1,1,1,0,0.20000000298023224
1,1,7,247,5,1,1,1,273,25,2,2,3,0,0,0,0,7,0,7,1,0,0,0,1,1,0,0,0,0,1
1,1,7,168,5,1,1,1,174,15,2,2,2,0,0,0,0,7,0,7,1,0,1,0,1,0,1,1,0,0,1
1,1,6,192,5,1,1,1,204,18,2,2,2,0,0,0,0,7,0,6,1,0,1,0,1,0,1,1,1,1,1
0,0,2,43,5,0.4000000059604645,1,1,40,4,3,3,2,0,0,0,1,5,1,2,0,1,1,1,0,0,0,0,0,0,0
1,0,6,227,5,1,1,0,229,20,2,3,2,-1,0,1,0,8,0,6,0,1,1,1,1,1,0,0,0,0,0.800000011920929
0,0,6,124,5,0,1,1,128,10,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,0,0,0,0,0,0
1,0,5,227,5,1,0,0,229,20,2,2,2,0,0,0,0,8,0,5,1,0,1,1,1,0,0,0,0,0,0.800000011920929
0,0,6,130,5,0,1,1,130,10,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,0,1,0,0,0,0
1,1,8,111,5,0.6000000238418579,1,1,123,10,2,3,2,0,0,0,0,4,0,8,0,1,1,0,1,1,0,0,0,0,0.6000000238418579
1,1,4,139,5,1,1,1,142,12,3,2,3,0,0,0,1,7,1,4,1,0,0,0,0,0,1,1,1,1,1
1,0,4,258,5,1,1,0,264,24,3,2,2,-1,0,1,1,8,1,4,1,0,1,1,0,1,0,0,0,0,1
1,1,4,218,5,0.6000000238418579,0,0,226,20,1,1,1,0,0,0,999,4,NA,4,0,0,0,0,0,0,0,0,0,0,NA
1,1,5,113,5,1,1,0,110,9,2,2,2,-1,0,1,0,7,0,5,1,0,1,0,1,0,1,1,0,0,1
0,1,4,155,5,0.800000011920929,0,0,145,12,2,2,4,0,0,0,0,3,0,4,1,0,0,0,0,0,1,1,1,1,0.6000000238418579
1,0,8,51,5,1,1,0,55,5,2,3,2,-1,0,1,0,8,0,8,0,1,1,1,1,1,0,0,0,0,0.6000000238418579
1,0,1,220,5,1,1,1,215,19,2,2,2,0,0,0,0,8,0,1,1,0,1,1,0,0,0,0,1,1,0.6000000238418579
1,0,6,51,5,1,1,1,55,5,3,3,2,0,0,0,1,8,1,6,0,1,1,1,1,1,0,0,0,0,0.20000000298023224
1,1,0,173,5,1,1,0,168,14,3,2,2,-1,0,1,1,7,1,0,1,0,1,0,0,1,0,0,0,0,1
1,1,2,128,5,0.6000000238418579,1,1,101,8,3,4,2,0,0,0,1,4,1,2,0,0,1,0,0,0,1,1,1,1,0.6000000238418579
0,1,6,238,5,0.4000000059604645,1,1,232,20,3,3,2,0,0,0,1,3,1,6,0,1,1,0,1,0,0,0,1,0,0.20000000298023224
0,0,1,181,5,0,0,1,181,16,3,3,2,1,1,0,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0
0,0,2,43,5,0.4000000059604645,1,0,40,4,3,6,2,-1,0,1,1,5,1,2,0,0,1,1,0,0,0,0,0,0,0
0,0,999,69,5,0,1,1,65,6,1,1,1,0,0,0,999,2,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
0,1,5,212,5,0,1,1,223,20,3,3,2,0,0,0,1,1,1,5,0,1,1,0,1,1,0,0,0,0,0
0,0,1,116,5,0.6000000238418579,0,0,98,8,3,2,2,0,0,0,1,5,1,1,1,0,1,1,0,0,1,1,1,0,0.4000000059604645
1,1,6,192,5,1,1,1,204,18,2,3,2,0,0,0,0,7,0,6,0,1,1,0,1,0,0,0,0,0,1
1,1,2,139,5,1,1,1,142,12,3,2,2,0,0,0,1,7,1,2,1,0,1,0,0,0,0,0,0,0,1
0,1,2,7,5,0,1,1,13,2,3,3,2,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0
0,1,8,109,5,0.20000000298023224,1,1,122,10,3,2,2,0,0,0,1,3,1,8,1,0,1,0,1,0,1,0,1,0,0.20000000298023224
1,0,1,220,5,1,1,1,215,19,3,2,2,0,0,0,1,8,1,1,1,0,1,1,0,0,0,0,0,0,0.4000000059604645
1,0,8,21,5,0.6000000238418579,1,1,30,3,3,3,2,0,0,0,1,6,1,8,0,1,1,1,1,1,0,0,0,0,0.6000000238418579
1,1,5,138,5,0.6000000238418579,1,1,150,13,3,2,2,0,0,0,1,4,1,5,1,0,1,0,1,0,1,0,0,0,0.4000000059604645
0,0,8,21,5,0.6000000238418579,1,1,30,3,3,3,2,0,0,0,1,5,1,8,0,1,1,1,1,1,0,0,0,0,0.6000000238418579
0,0,3,65,5,0.20000000298023224,1,1,63,6,3,3,2,0,0,0,1,5,1,3,0,1,1,1,0,1,0,0,0,0,0.20000000298023224
1,1,0,173,5,1,1,0,168,14,3,2,2,-1,0,1,1,7,1,0,1,0,1,0,0,1,0,0,0,0,1
0,0,8,102,5,0.4000000059604645,1,1,120,10,2,2,2,0,0,0,0,5,0,8,1,0,1,1,1,0,1,1,1,0,0.4000000059604645
1,1,5,105,5,1,1,1,108,9,3,2,2,0,0,0,1,7,1,5,1,0,1,0,1,0,1,1,1,1,0.800000011920929
0,0,6,130,5,0,1,1,130,10,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,0,1,0,0,0,0
0,1,5,176,5,0,0,0,178,15,2,2,2,0,0,0,0,1,0,5,1,0,1,0,1,1,0,0,0,0,0
1,1,4,155,5,0.800000011920929,1,1,145,12,2,2,2,0,0,0,0,4,0,4,1,0,1,0,0,0,1,1,1,0,0.6000000238418579
0,1,5,212,5,0,1,1,223,20,2,2,2,0,0,0,0,1,0,5,1,0,1,0,1,0,0,0,0,0,0
1,1,6,115,5,1,1,1,125,10,3,3,2,0,0,0,1,7,1,6,0,1,1,0,1,1,0,0,0,0,1
1,1,5,113,5,1,1,0,110,9,2,2,2,-1,0,1,0,7,0,5,1,0,1,0,1,0,0,0,0,0,1
1,1,1,233,5,0.6000000238418579,1,0,219,19,2,2,2,-1,0,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0.20000000298023224
1,0,8,59,5,1,1,1,60,5,2,6,2,0,0,0,0,8,0,8,0,0,1,1,1,1,0,0,0,0,0.6000000238418579
0,0,1,147,5,0.6000000238418579,1,1,136,11,3,2,2,0,0,0,1,5,1,1,1,0,1,1,0,0,1,1,1,1,0.4000000059604645
0,0,3,65,5,0.20000000298023224,0,0,63,6,3,6,3,0,0,0,1,5,1,3,0,0,0,1,0,1,0,0,0,0,0.20000000298023224
1,0,8,21,5,0.6000000238418579,1,1,30,3,3,3,2,0,0,0,1,6,1,8,0,1,1,1,1,1,0,0,0,0,0.6000000238418579
1,1,7,247,5,1,1,1,273,25,2,2,2,0,0,0,0,7,0,7,1,0,1,0,1,0,0,0,1,1,1
0,1,0,233,5,0.6000000238418579,1,1,219,19,2,2,2,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0.20000000298023224
0,0,4,2,5,0.4000000059604645,1,1,20,3,2,3,2,0,0,0,0,5,0,4,0,1,1,1,0,0,1,1,0,0,0.4000000059604645
1,1,7,247,5,1,1,1,273,25,2,3,2,0,0,0,0,7,0,7,0,1,1,0,1,0,0,0,0,0,1
0,0,6,124,5,0,1,1,128,10,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,0,1,0,0,0,0
1,0,2,204,5,1,0,0,191,16,2,6,2,0,0,0,0,8,0,2,0,0,1,1,0,0,0,0,0,0,0.800000011920929
0,0,8,23,5,0.4000000059604645,0,0,31,3,2,3,2,0,0,0,0,5,0,8,0,1,1,1,1,1,0,0,0,0,0
0,0,2,43,5,0.4000000059604645,0,0,40,4,2,6,2,0,0,0,0,5,0,2,0,0,1,1,0,0,0,0,0,0,0.4000000059604645
1,0,4,43,5,0.4000000059604645,1,1,40,4,2,3,2,0,0,0,0,6,0,4,0,1,1,1,0,0,0,0,0,0,0.4000000059604645
0,0,1,35,5,0,0,1,35,4,3,3,2,1,1,0,1,2,1,1,0,1,1,1,0,0,0,0,1,0,0
0,1,2,128,5,0.6000000238418579,0,0,101,8,3,3,2,0,0,0,1,3,1,2,0,1,1,0,0,0,1,1,0,0,0.6000000238418579
0,0,6,244,5,0,0,1,259,24,3,3,2,1,1,0,1,2,1,6,0,1,1,1,1,0,0,0,1,0,0
0,0,6,244,5,0,1,0,259,24,2,3,2,-1,0,1,0,2,0,6,0,1,1,1,1,0,1,0,1,0,0
1,1,7,168,5,1,1,1,174,15,2,2,2,0,0,0,0,7,0,7,1,0,1,0,1,0,1,1,1,1,1
0,0,4,96,5,0.4000000059604645,1,1,104,9,2,2,2,0,0,0,0,5,0,4,1,0,1,1,0,0,1,1,1,0,0.4000000059604645
1,1,6,192,5,1,1,1,204,18,2,3,2,0,0,0,0,7,0,6,0,1,1,0,1,0,0,0,1,1,1
0,1,6,218,5,0.6000000238418579,1,0,226,20,2,3,2,-1,0,1,0,3,0,6,0,1,1,0,1,0,0,0,0,0,0.20000000298023224
1,0,1,116,5,0.6000000238418579,1,1,98,8,3,2,2,0,0,0,1,6,1,1,1,0,1,1,0,0,1,1,1,1,0.4000000059604645
0,1,8,178,5,0.20000000298023224,1,1,179,15,2,2,2,0,0,0,0,3,0,8,1,0,1,0,1,0,1,0,0,0,0.20000000298023224
1,1,5,140,5,1,0,0,151,13,2,3,2,0,0,0,0,7,0,5,0,1,1,0,1,0,0,0,1,1,0.800000011920929
1,0,4,2,5,0.4000000059604645,1,0,20,3,2,3,2,-1,0,1,0,6,0,4,0,1,1,1,0,0,1,0,0,0,0.4000000059604645
1,0,4,227,5,1,1,1,229,20,2,3,2,0,0,0,0,8,0,4,0,1,1,1,0,0,0,0,0,0,0.800000011920929
0,0,1,181,5,0,1,1,181,16,3,3,2,0,0,0,1,2,1,1,0,1,1,1,0,0,1,0,0,0,0
1,0,5,103,5,1,1,1,107,9,2,3,2,0,0,0,0,8,0,5,0,1,1,1,1,1,0,0,0,0,0.6000000238418579
0,0,3,263,5,0.4000000059604645,0,0,250,23,2,3,2,0,0,0,0,5,0,3,0,1,1,1,0,1,0,0,0,0,0.4000000059604645
1,0,2,204,5,1,0,0,191,16,2,3,2,0,0,0,0,8,0,2,0,1,1,1,0,0,0,0,0,0,0.800000011920929
1,0,4,258,5,1,1,0,264,24,3,3,2,-1,0,1,1,8,1,4,0,1,1,1,0,1,0,0,0,0,1
0,1,8,109,5,0.20000000298023224,1,1,122,10,3,2,2,0,0,0,1,3,1,8,1,0,1,0,1,1,0,0,0,0,0.20000000298023224
1,1,5,101,5,1,1,1,106,9,2,2,2,0,0,0,0,7,0,5,1,0,1,0,1,0,1,1,0,0,0.6000000238418579
1,1,4,139,5,1,1,1,142,12,3,2,2,0,0,0,1,7,1,4,1,0,1,0,0,1,0,0,0,0,1
1,1,7,249,5,1,0,0,274,25,3,3,2,0,0,0,1,7,1,7,0,1,1,0,1,0,0,0,1,1,1
1,0,7,59,5,1,1,1,60,5,2,3,2,0,0,0,0,8,0,7,0,1,1,1,1,1,0,0,0,0,0.6000000238418579
1,1,4,139,5,1,1,1,142,12,3,2,2,0,0,0,1,7,1,4,1,0,1,0,0,0,1,1,1,1,1
0,0,3,211,5,0,0,0,211,19,2,2,2,0,0,0,0,2,0,3,1,0,1,1,0,1,0,0,0,0,0
0,0,3,263,5,0.4000000059604645,0,0,250,23,2,2,2,0,0,0,0,5,0,3,1,0,1,1,0,0,1,1,1,1,0.4000000059604645
0,0,2,35,5,0,1,1,35,4,3,3,2,0,0,0,1,2,1,2,0,1,1,1,0,0,1,0,0,0,0
1,0,4,143,5,1,1,1,143,12,3,3,2,0,0,0,1,8,1,4,0,1,1,1,0,1,0,0,0,0,1
1,1,5,178,5,0.20000000298023224,1,1,179,15,2,2,2,0,0,0,0,4,0,5,1,0,1,0,1,0,0,0,1,1,0.20000000298023224
0,0,4,35,5,0,0,1,35,4,3,3,2,1,1,0,1,2,1,4,0,1,1,1,0,0,1,0,0,0,0
0,0,8,134,5,0,0,1,148,13,3,2,2,1,1,0,1,2,1,8,1,0,1,1,1,1,0,0,0,0,0
1,1,2,86,5,1,1,1,74,6,2,3,3,0,0,0,0,7,0,2,0,1,0,0,0,1,0,0,0,0,0.800000011920929
0,1,8,178,5,0.20000000298023224,0,0,179,15,2,2,2,0,0,0,0,3,0,8,1,0,1,0,1,0,1,0,1,0,0.20000000298023224
1,1,5,142,5,1,0,0,152,13,2,2,3,0,0,0,0,7,0,5,1,0,0,0,1,0,1,1,1,1,1
1,0,1,22,5,1,0,0,5,1,2,3,2,0,0,0,0,8,0,1,0,1,1,1,0,0,1,1,1,1,0.800000011920929
1,1,5,142,5,1,1,1,152,13,2,2,2,0,0,0,0,7,0,5,1,0,1,0,1,0,0,0,0,0,1
0,0,4,96,5,0.4000000059604645,0,0,104,9,2,2,2,0,0,0,0,5,0,4,1,0,1,1,0,0,1,0,1,0,0.4000000059604645
1,1,5,142,5,1,0,0,152,13,2,2,2,0,0,0,0,7,0,5,1,0,1,0,1,0,1,1,1,1,1
0,1,5,238,5,0.4000000059604645,0,0,232,20,2,2,2,0,0,0,0,3,0,5,1,0,1,0,1,0,0,0,0,0,0.20000000298023224
1,0,1,22,5,1,0,0,5,1,2,3,2,0,0,0,0,8,0,1,0,1,1,1,0,0,0,0,0,0,0.800000011920929
1,0,1,116,5,0.6000000238418579,1,1,98,8,2,3,2,0,0,0,0,6,0,1,0,1,1,1,0,0,0,0,0,0,0.20000000298023224
0,1,5,138,5,0.6000000238418579,1,1,150,13,3,2,2,0,0,0,1,3,1,5,1,0,1,0,1,0,1,1,1,0,0.4000000059604645
1,0,4,2,5,0.4000000059604645,1,1,20,3,2,6,2,0,0,0,0,6,0,4,0,0,1,1,0,0,1,1,0,0,0.4000000059604645
0,1,5,176,5,0,0,0,178,15,2,2,2,0,0,0,0,1,0,5,1,0,1,0,1,0,1,0,1,0,0
1,1,0,233,5,0.6000000238418579,1,1,219,19,3,3,2,0,0,0,1,4,1,0,0,1,1,0,0,1,0,0,0,0,0.4000000059604645
1,1,5,113,5,1,1,1,110,9,2,3,2,0,0,0,0,7,0,5,0,1,1,0,1,0,1,1,0,0,1
1,0,1,14,5,1,1,1,2,1,3,3,2,0,0,0,1,8,1,1,0,1,1,1,0,0,1,1,0,0,0.800000011920929
0,1,5,138,5,0.6000000238418579,1,1,150,13,3,2,2,0,0,0,1,3,1,5,1,0,1,0,1,0,1,1,1,0,0.4000000059604645
1,1,2,86,5,1,1,1,74,6,3,2,2,0,0,0,1,7,1,2,1,0,1,0,0,0,0,0,1,1,0.20000000298023224
1,1,5,15,5,1,1,1,15,2,2,3,2,0,0,0,0,7,0,5,0,1,1,0,1,0,0,0,0,0,0.20000000298023224
0,1,8,111,5,0.6000000238418579,1,1,123,10,2,3,2,0,0,0,0,3,0,8,0,1,1,0,1,0,1,1,0,0,0.6000000238418579
1,0,8,21,5,0.6000000238418579,1,1,30,3,3,3,2,0,0,0,1,6,1,8,0,1,1,1,1,0,1,1,1,1,0.6000000238418579
0,0,6,130,5,0,1,1,130,10,2,2,2,0,0,0,0,2,0,6,1,0,1,1,1,0,1,0,0,0,0
1,1,6,218,5,0.6000000238418579,1,1,226,20,3,2,2,0,0,0,1,4,1,6,1,0,1,0,1,0,0,0,1,1,0.20000000298023224
1,1,5,218,5,0.6000000238418579,1,1,226,20,2,3,2,0,0,0,0,4,0,5,0,1,1,0,1,0,0,0,0,0,0.20000000298023224
1,0,1,147,5,0.6000000238418579,1,1,136,11,3,2,3,0,0,0,1,6,1,1,1,0,0,1,0,0,1,1,1,1,0.4000000059604645
0,1,4,212,5,0,1,1,223,20,2,3,2,0,0,0,0,1,0,4,0,1,1,0,0,0,0,0,0,0,0
1,0,4,258,5,1,1,1,264,24,3,3,2,0,0,0,1,8,1,4,0,1,1,1,0,1,0,0,0,0,1
1,0,1,22,5,1,0,0,5,1,2,3,3,0,0,0,0,8,0,1,0,1,0,1,0,0,1,1,0,0,0.800000011920929
1,0,4,96,5,0.4000000059604645,1,1,104,9,2,3,2,0,0,0,0,6,0,4,0,1,1,1,0,0,1,0,1,1,0.4000000059604645
1,0,999,51,5,1,1,1,55,5,1,1,1,0,0,0,999,8,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
1,1,6,192,5,1,1,1,204,18,2,2,2,0,0,0,0,7,0,6,1,0,1,0,1,0,1,1,0,0,1
1,0,6,51,5,1,1,1,55,5,2,2,2,0,0,0,0,8,0,6,1,0,1,1,1,0,1,1,0,0,0.6000000238418579
1,1,2,86,5,1,1,1,74,6,2,3,2,0,0,0,0,7,0,2,0,1,1,0,0,1,0,0,0,0,0.800000011920929
1,0,999,149,5,0.4000000059604645,0,0,137,11,1,1,1,0,0,0,999,6,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
0,0,1,181,5,0,0,1,181,16,3,3,2,1,1,0,1,2,1,1,0,1,1,1,0,0,1,0,0,0,0
1,0,1,14,5,1,1,1,2,1,2,3,2,0,0,0,0,8,0,1,0,1,1,1,0,0,0,0,1,1,0.20000000298023224
1,0,8,59,5,1,1,1,60,5,3,3,2,0,0,0,1,8,1,8,0,1,1,1,1,1,0,0,0,0,0.4000000059604645
0,0,3,65,5,0.20000000298023224,0,0,63,6,3,3,2,0,0,0,1,5,1,3,0,1,1,1,0,1,0,0,0,0,0.20000000298023224
1,1,5,168,5,1,1,1,174,15,2,2,2,0,0,0,0,7,0,5,1,0,1,0,1,0,0,0,0,0,1
1,1,2,128,5,0.6000000238418579,1,1,101,8,3,3,2,0,0,0,1,4,1,2,0,1,1,0,0,0,1,1,1,1,0.6000000238418579
0,1,2,7,5,0,1,1,13,2,2,3,2,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0
1,1,5,140,5,1,1,1,151,13,2,2,2,0,0,0,0,7,0,5,1,0,1,0,1,0,1,1,0,0,0.800000011920929
1,1,5,142,5,1,1,1,152,13,2,2,3,0,0,0,0,7,0,5,1,0,0,0,1,1,0,0,0,0,1
1,0,6,51,5,1,1,0,55,5,2,3,3,-1,0,1,0,8,0,6,0,1,0,1,1,1,0,0,0,0,0.6000000238418579
0,0,6,244,5,0,1,0,259,24,2,2,2,-1,0,1,0,2,0,6,1,0,1,1,1,0,1,0,1,0,0
0,0,8,23,5,0.4000000059604645,1,1,31,3,3,3,2,0,0,0,1,5,1,8,0,1,1,1,1,1,0,0,0,0,0.4000000059604645
1,1,3,15,5,1,1,1,15,2,3,3,2,0,0,0,1,7,1,3,0,1,1,0,0,0,1,1,1,1,0.800000011920929
1,0,3,64,5,0.4000000059604645,0,0,62,6,3,3,2,0,0,0,1,6,1,3,0,1,1,1,0,1,0,0,0,0,0.4000000059604645
0,0,8,134,5,0,0,0,148,13,3,3,2,0,0,0,1,2,1,8,0,1,1,1,1,0,0,0,1,0,0
1,1,7,168,5,1,1,1,174,15,2,2,2,0,0,0,0,7,0,7,1,0,1,0,1,0,1,1,0,0,1
1,0,4,143,5,1,1,1,143,12,3,3,2,0,0,0,1,8,1,4,0,1,1,1,0,0,1,1,0,0,1
0,1,6,54,5,0,0,0,57,5,2,6,2,0,0,0,0,1,0,6,0,0,1,0,1,1,0,0,0,0,0
1,1,5,138,5,0.6000000238418579,0,0,150,13,3,2,2,0,0,0,1,4,1,5,1,0,1,0,1,0,1,0,0,0,0.4000000059604645
1,1,5,105,5,1,1,1,108,9,3,3,2,0,0,0,1,7,1,5,0,1,1,0,1,0,0,0,0,0,0.800000011920929
1,0,5,227,5,1,1,1,229,20,2,2,2,0,0,0,0,8,0,5,1,0,1,1,1,0,0,0,1,1,0.800000011920929
1,1,6,115,5,1,1,1,125,10,3,3,2,0,0,0,1,7,1,6,0,1,1,0,1,0,1,1,0,0,1
0,0,8,134,5,0,1,1,148,13,3,2,2,0,0,0,1,2,1,8,1,0,1,1,1,0,0,0,1,0,0
1,1,3,15,5,1,1,1,15,2,3,3,2,0,0,0,1,7,1,3,0,1,1,0,0,0,1,1,1,1,0.800000011920929
0,1,3,7,5,0,0,0,13,2,2,2,2,0,0,0,0,1,0,3,1,0,1,0,0,0,1,0,1,0,0
0,1,5,176,5,0,0,0,178,15,3,2,2,0,0,0,1,1,1,5,1,0,1,0,1,0,0,0,0,0,0
0,1,8,109,5,0.20000000298023224,1,1,122,10,3,2,2,0,0,0,1,3,1,8,1,0,1,0,1,0,1,0,1,0,0.20000000298023224
1,0,1,147,5,0.6000000238418579,1,1,136,11,2,2,2,0,0,0,0,6,0,1,1,0,1,1,0,0,0,0,1,1,0.20000000298023224
0,0,0,211,5,0,0,0,211,19,2,2,2,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0
0,0,8,23,5,0.4000000059604645,0,0,31,3,2,3,2,0,0,0,0,5,0,8,0,1,1,1,1,1,0,0,0,0,0
1,0,3,220,5,1,1,1,215,19,3,2,2,0,0,0,1,8,1,3,1,0,1,1,0,0,1,1,0,0,0.4000000059604645
1,0,4,258,5,1,1,0,264,24,3,2,2,-1,0,1,1,8,1,4,1,0,1,1,0,1,0,0,0,0,1
0,1,5,54,5,0,1,1,57,5,2,6,2,0,0,0,0,1,0,5,0,0,1,0,1,0,1,0,0,0,0
0,0,8,284,5,0.20000000298023224,0,0,284,25,3,2,2,0,0,0,1,5,1,8,1,0,1,1,1,1,0,0,0,0,0.20000000298023224
1,1,5,105,5,1,1,1,108,9,3,3,2,0,0,0,1,7,1,5,0,1,1,0,1,0,1,1,1,1,0.800000011920929
0,0,999,110,5,0.4000000059604645,1,1,96,8,1,1,1,0,0,0,999,5,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
1,1,5,105,5,1,1,1,108,9,2,2,2,0,0,0,0,7,0,5,1,0,1,0,1,1,0,0,0,0,0.20000000298023224
0,0,6,244,5,0,1,1,259,24,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,0,1,0,1,0,0
1,1,8,109,5,0.20000000298023224,1,1,122,10,3,2,2,0,0,0,1,4,1,8,1,0,1,0,1,1,0,0,0,0,0.20000000298023224
1,1,2,86,5,1,1,1,74,6,2,2,2,0,0,0,0,7,0,2,1,0,1,0,0,1,0,0,0,0,0.800000011920929
1,1,6,238,5,0.4000000059604645,0,0,232,20,2,2,2,0,0,0,0,4,0,6,1,0,1,0,1,0,0,0,0,0,0.20000000298023224
1,0,999,110,5,0.4000000059604645,1,1,96,8,1,1,1,0,0,0,999,6,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
0,0,3,64,5,0.4000000059604645,0,0,62,6,3,4,3,0,0,0,1,5,1,3,0,0,0,1,0,1,0,0,0,0,0.4000000059604645
0,0,999,65,5,0.20000000298023224,1,1,63,6,1,1,1,0,0,0,999,5,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
1,1,5,138,5,0.6000000238418579,1,1,150,13,2,3,2,0,0,0,0,4,0,5,0,1,1,0,1,0,0,0,0,0,0.20000000298023224
1,0,5,103,5,1,1,1,107,9,3,3,2,0,0,0,1,8,1,5,0,1,1,1,1,0,1,1,1,1,0.4000000059604645
0,0,8,284,5,0.20000000298023224,0,0,284,25,3,3,2,0,0,0,1,5,1,8,0,1,1,1,1,1,0,0,0,0,0.20000000298023224
0,1,2,128,5,0.6000000238418579,1,1,101,8,3,2,2,0,0,0,1,3,1,2,1,0,1,0,0,0,1,1,1,0,0.6000000238418579
0,0,1,149,5,0.4000000059604645,1,1,137,11,2,2,3,0,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0.20000000298023224
1,0,1,75,5,0.4000000059604645,1,1,68,6,3,3,2,0,0,0,1,6,1,1,0,1,1,1,0,0,1,0,0,0,0.20000000298023224
1,1,7,249,5,1,1,1,274,25,3,2,2,0,0,0,1,7,1,7,1,0,1,0,1,0,1,1,1,1,1
0,1,5,54,5,0,0,0,57,5,2,3,2,0,0,0,0,1,0,5,0,1,1,0,1,1,0,0,0,0,0
1,1,4,155,5,0.800000011920929,1,1,145,12,2,3,2,0,0,0,0,4,0,4,0,1,1,0,0,0,1,1,0,0,0.6000000238418579
1,0,1,116,5,0.6000000238418579,1,1,98,8,3,3,2,0,0,0,1,6,1,1,0,1,1,1,0,0,1,0,1,1,0.4000000059604645
1,0,1,75,5,0.4000000059604645,1,1,68,6,2,3,2,0,0,0,0,6,0,1,0,1,1,1,0,0,1,0,0,0,0.20000000298023224
0,1,3,5,5,0,1,1,12,2,3,3,2,0,0,0,1,1,1,3,0,1,1,0,0,0,0,0,0,0,0
1,0,2,204,5,1,0,0,191,16,2,3,2,0,0,0,0,8,0,2,0,1,1,1,0,0,0,0,0,0,0.800000011920929
1,1,8,111,5,0.6000000238418579,1,1,123,10,2,3,2,0,0,0,0,4,0,8,0,1,1,0,1,0,1,0,1,0,0.6000000238418579
0,0,3,69,5,0,1,1,65,6,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,1,0,0,0,0,0
1,1,2,86,5,1,1,1,74,6,2,6,3,0,0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0.800000011920929
0,0,1,75,5,0.4000000059604645,0,1,68,6,2,3,2,1,1,0,0,5,0,1,0,1,1,1,0,0,1,1,1,0,0.20000000298023224
0,0,4,2,5,0.4000000059604645,1,1,20,3,3,3,2,0,0,0,1,5,1,4,0,1,1,1,0,0,0,0,0,0,0
1,0,5,103,5,1,1,1,107,9,3,3,2,0,0,0,1,8,1,5,0,1,1,1,1,0,1,1,0,0,0.4000000059604645
1,0,8,102,5,0.4000000059604645,1,1,120,10,2,2,2,0,0,0,0,6,0,8,1,0,1,1,1,1,0,0,0,0,0.4000000059604645
1,1,0,173,5,1,0,1,168,14,3,2,2,1,1,0,1,7,1,0,1,0,1,0,0,1,0,0,0,0,1
